"PLTZ_INSTR_NO","ITEM_NO","PKG_CD","ITEM_DESCRIPTION","SHIPPING_LOT","BOX_QTY","INSTR_QTY","PACKED_QTY","TOTAL_NET_WEIGHT","BOX_LOT_QTY","WH_STK_LOCATION","COM_UPDATE_FUNC_ID","COM_UPDATE_USER_ID","COM_UPDATE_TIMESTAMP","COM_CREATE_FUNC_ID","COM_CREATE_USER_ID","COM_CREATE_TIMESTAMP"
"TA80000276","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000277","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000278","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000279","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000280","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000281","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000282","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000283","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000284","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000285","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000286","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000287","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000288","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000289","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000290","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000291","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000292","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000293","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000294","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000295","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000296","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000297","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000298","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000299","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA80000300","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000001","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000002","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000003","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000004","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000005","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000006","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000007","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000008","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000009","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000010","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000011","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000012","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000013","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000014","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000015","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000016","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000017","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000018","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000019","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000020","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000021","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000022","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000023","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000024","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000025","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000026","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000027","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000028","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000029","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000030","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000031","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000032","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000033","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000034","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000035","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000036","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000037","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000038","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000039","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000040","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000041","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000042","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000043","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL80000044","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000111","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000112","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000113","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000114","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000115","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000116","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000117","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000118","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000119","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000120","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000121","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000122","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000123","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000124","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000125","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000126","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000127","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000128","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000129","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000130","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000131","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000132","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000133","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000134","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000135","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000136","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000137","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000138","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000139","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000140","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000141","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000142","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000143","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000144","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000145","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000146","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000147","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000148","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000149","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000150","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000151","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000152","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000153","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000154","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000155","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000156","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000157","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000158","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000159","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000160","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000161","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000162","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000163","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000164","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000165","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000166","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000167","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000168","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000169","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000170","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000171","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000172","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000173","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000174","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000175","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000176","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000177","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000178","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"THA0000179","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000015","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000016","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000017","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000018","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000019","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000020","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000021","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000022","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000023","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000024","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MAB0000025","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
